0.0000000000e+00 1.0083582754e+00 1.3716678477e-02 1.3716678477e-02 2.9642083676e+00
5.0000000000e-02 9.8243655208e-01 1.4754519563e-02 1.3756525079e-02 2.9638250895e+00
1.0000000000e-01 9.5508906267e-01 1.7884129305e-02 1.5807016599e-02 2.9614048790e+00
1.5000000000e-01 9.2645392125e-01 2.3001301878e-02 1.9780968141e-02 2.9569857498e+00
2.0000000000e-01 8.9667839438e-01 2.9989110863e-02 2.5578794168e-02 2.9506204517e+00
2.5000000000e-01 8.6591720717e-01 3.8719395695e-02 3.3089500887e-02 2.9423757758e+00
3.0000000000e-01 8.3433078602e-01 4.9054354484e-02 4.2191788668e-02 2.9323317240e+00
3.5000000000e-01 8.0208346920e-01 6.0848213466e-02 5.2755258398e-02 2.9205805445e+00
4.0000000000e-01 7.6934171613e-01 7.3948942448e-02 6.4641712093e-02 2.9072256427e+00
4.5000000000e-01 7.3627234561e-01 8.8199985649e-02 7.7706534700e-02 2.8923803768e+00
5.0000000000e-01 7.0304083160e-01 1.0344197844e-01 9.1800141269e-02 2.8761667529e+00
5.5000000000e-01 6.6980968196e-01 1.1951442258e-01 1.0676947185e-01 2.8587140356e+00
6.0000000000e-01 6.3673692246e-01 1.3625729545e-01 1.2245951556e-01 2.8401572918e+00
6.5000000000e-01 6.0397470364e-01 1.5351257275e-01 1.3871484497e-01 2.8206358854e+00
7.0000000000e-01 5.7166804400e-01 1.7112564804e-01 1.5538114227e-01 2.8002919425e+00
7.5000000000e-01 5.3995371783e-01 1.8894663715e-01 1.7230669885e-01 2.7792688056e+00
8.0000000000e-01 5.0895929222e-01 2.0683155949e-01 1.8934387024e-01 2.7577094944e+00
8.5000000000e-01 4.7880231372e-01 2.2464339170e-01 2.0635046847e-01 2.7357551950e+00
9.0000000000e-01 4.4958964296e-01 2.4225299199e-01 2.2319107413e-01 2.7135437946e+00
9.5000000000e-01 4.2141693360e-01 2.5953989491e-01 2.3973825014e-01 2.6912084832e+00
1.0000000000e+00 3.9436825156e-01 2.7639297705e-01 2.5587364011e-01 2.6688764420e+00
1.0500000000e+00 3.6851583035e-01 2.9271099452e-01 2.7148893420e-01 2.6466676382e+00
1.1000000000e+00 3.4391995880e-01 3.0840299245e-01 2.8648668690e-01 2.6246937460e+00
1.1500000000e+00 3.2062899746e-01 3.2338858702e-01 3.0078097215e-01 2.6030572115e+00
1.2000000000e+00 2.9867951976e-01 3.3759812071e-01 3.1429786376e-01 2.5818504780e+00
1.2500000000e+00 2.7809657325e-01 3.5097269252e-01 3.2697573153e-01 2.5611553867e+00
1.3000000000e+00 2.5889405407e-01 3.6346406691e-01 3.3876534702e-01 2.5410427615e+00
1.3500000000e+00 2.4107518606e-01 3.7503446743e-01 3.4962979700e-01 2.5215721873e+00
1.4000000000e+00 2.2463309306e-01 3.8565626412e-01 3.5954420709e-01 2.5027919813e+00
1.4500000000e+00 2.0955145082e-01 3.9531156586e-01 3.6849528327e-01 2.4847393566e+00
1.5000000000e+00 1.9580520338e-01 4.0399173115e-01 3.7648068404e-01 2.4674407686e+00
1.5500000000e+00 1.8336132841e-01 4.1169681154e-01 3.8350824093e-01 2.4509124300e+00
1.6000000000e+00 1.7217963628e-01 4.1843494161e-01 3.8959504975e-01 2.4351609770e+00
1.6500000000e+00 1.6221358915e-01 4.2422168876e-01 3.9476645848e-01 2.4201842624e+00
1.7000000000e+00 1.5341112856e-01 4.2907937397e-01 3.9905498058e-01 2.4059722496e+00
1.7500000000e+00 1.4571550190e-01 4.3303637293e-01 4.0249916373e-01 2.3925079792e+00
1.8000000000e+00 1.3906608087e-01 4.3612640463e-01 4.0514244449e-01 2.3797685774e+00
1.8500000000e+00 1.3339916705e-01 4.3838781255e-01 4.0703201832e-01 2.3677262786e+00
1.9000000000e+00 1.2864878131e-01 4.3986284211e-01 4.0821775331e-01 2.3563494307e+00
1.9500000000e+00 1.2474743469e-01 4.4059691710e-01 4.0875117337e-01 2.3456034585e+00
2.0000000000e+00 1.2162687775e-01 4.4063791864e-01 4.0868453387e-01 2.3354517577e+00
2.0500000000e+00 1.1921882298e-01 4.4003547268e-01 4.0807000767e-01 2.3258565013e+00
2.1000000000e+00 1.1745562952e-01 4.3884025767e-01 4.0695899403e-01 2.3167793413e+00
2.1500000000e+00 1.1627093477e-01 4.3710334880e-01 4.0540155618e-01 2.3081819972e+00
2.2000000000e+00 1.1560021418e-01 4.3487561921e-01 4.0344598726e-01 2.3000267297e+00
2.2500000000e+00 1.1538132299e-01 4.3220714549e-01 4.0113850981e-01 2.2922766883e+00
2.3000000000e+00 1.1555490018e-01 4.2914673919e-01 3.9852305207e-01 2.2848961904e+00
2.3500000000e+00 1.1606462647e-01 4.2574161589e-01 3.9564107957e-01 2.2778509486e+00
2.4000000000e+00 1.1685758486e-01 4.2203695417e-01 3.9253154003e-01 2.2711081885e+00
2.4500000000e+00 1.1788450229e-01 4.1807556579e-01 3.8923086701e-01 2.2646367076e+00
2.5000000000e+00 1.1909978201e-01 4.1389777186e-01 3.8577300066e-01 2.2584069173e+00
